Số điện thoại,Trace ID,Request,Kênh đăng nhập,Thiết bị,Os,OsVersion,AppVersion,IMei,Trạng thái,Ngày yêu cầu,Ngày phản hồi,IPRequest,ResCode,Description,MsgCode,DescDetail
xxxxxxxx85,195511785928437,1 - Đăng nhập,"PREMB_10.53.93.60:9080, MB_10.53.93.67:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,19/10/2023 08:07:13 AM,19/10/2023 08:07:13 AM,103.199.32.82:38613|10.53.54.89_Prod,777,"BIDV đã tích hợp phương thức xác thực Smart OTP trên SmartBanking đối với kênh Mobile và Internet cho phép Quý khách sử dụng và xác thực giao dịch thuận tiện, bảo mật với mã OTP. Quý khách vui lòng cài đặt Smart OTP và đặt mã PIN để bảo mật mã OTP khi xác thực giao dịch",AUTOACTIVESOTP-777,
xxxxxxxx85,933326181585333,31 - Lấy danh sách Banner,"PREMB_10.53.93.60:9080, MB_10.53.93.135:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,19/10/2023 08:06:39 AM,19/10/2023 08:06:38 AM,103.199.32.82:40794|10.53.54.83_Prod,00,Thành công,INFO-00,
xxxxxxxx85,867164800382874,33 - Lấy giá trị configs,"PREMB_10.53.93.60:9080, MB_10.53.93.67:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,19/10/2023 08:06:38 AM,19/10/2023 08:06:38 AM,103.199.32.82:51096|10.53.54.89_Prod,00,Thành công,INFO-00,
xxxxxxxx85,780234658860280,33 - Lấy giá trị configs,"PREMB_10.53.93.59:9080, MB_10.53.93.135:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,18/10/2023 07:11:26 PM,18/10/2023 07:11:26 PM,27.3.88.155:44300|10.53.54.83_Prod,00,Thành công,INFO-00,
xxxxxxxx85,283314075231318,31 - Lấy danh sách Banner,"PREMB_10.53.93.60:9080, MB_10.53.93.68:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,18/10/2023 07:11:26 PM,18/10/2023 07:11:26 PM,27.3.88.155:52809|10.53.54.89_Prod,00,Thành công,INFO-00,
xxxxxxxx85,390366140606014,101 - Xác nhận chuyển khoản nội bộ,"PREMB_10.53.93.64:9080, MB_10.53.93.72:8088",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,17/10/2023 09:42:38 AM,17/10/2023 09:42:38 AM,103.199.57.213:22563|10.53.54.72_Prod,00,Success,INFO-00,
xxxxxxxx85,689032813773037,100 - Khởi tạo chuyển khoản nội bộ,"PREMB_10.53.93.65:9080, MB_10.53.93.70:8088",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,17/10/2023 09:42:27 AM,17/10/2023 09:42:27 AM,103.199.57.213:19681|10.53.54.87_Prod,00,Thành công,INFO-00,
xxxxxxxx85,890335295538908,200 - Lấy thông tin tài khoản chuyển khoản nội bộ,"PREMB_10.53.93.136:9080, MB_10.53.93.69:8088",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,17/10/2023 09:42:14 AM,17/10/2023 09:42:13 AM,103.199.57.213:63385|10.53.54.72_Prod,00,Thành công,00,
xxxxxxxx85,302812713887383,10 - Lấy danh sách tài khoản,"PREMB_10.53.93.136:9080, MB_10.53.93.72:8088",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,17/10/2023 09:40:37 AM,17/10/2023 09:40:37 AM,103.199.57.213:2415|10.53.54.72_Prod,00,Thành công,INFO-00,
xxxxxxxx85,280750413711257,225 - Lấy danh sách mẫu chuyển tiền,"PREMB_10.53.93.127:9080, MB_10.53.93.84:8082",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,17/10/2023 09:40:37 AM,17/10/2023 09:40:37 AM,103.199.57.213:15907|10.53.54.91_Prod,00,Thành công,00,
xxxxxxxx85,6968145091534,10 - Lấy danh sách tài khoản,"PREMB_10.53.93.63:9080, MB_10.53.93.72:8088",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,17/10/2023 09:40:24 AM,17/10/2023 09:40:24 AM,103.199.57.213:28240|10.53.54.87_Prod,00,Thành công,INFO-00,
xxxxxxxx85,592326239584624,59 - Lấy thông tin version,"PREMB_10.53.93.55:9080, MB_10.53.93.135:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,17/10/2023 09:40:24 AM,17/10/2023 09:40:24 AM,103.199.57.213:4269|10.53.54.91_Prod,00,Thành công,INFO-00,
xxxxxxxx85,566794244506194,31 - Lấy danh sách Banner,"PREMB_10.53.93.60:9080, MB_10.53.93.66:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,17/10/2023 09:40:24 AM,17/10/2023 09:40:24 AM,103.199.57.213:45836|10.53.54.89_Prod,00,Thành công,INFO-00,
xxxxxxxx85,222590129086820,33 - Lấy giá trị configs,"PREMB_10.53.93.59:9080, MB_10.53.93.66:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,17/10/2023 09:40:24 AM,17/10/2023 09:40:24 AM,103.199.57.213:50571|10.53.54.83_Prod,00,Thành công,INFO-00,
xxxxxxxx85,490314541738134,1 - Đăng nhập,"PREMB_10.53.93.134:9080, MB_10.53.93.68:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,17/10/2023 09:40:24 AM,17/10/2023 09:40:24 AM,103.199.57.213:26650|10.53.54.83_Prod,777,"BIDV đã tích hợp phương thức xác thực Smart OTP trên SmartBanking đối với kênh Mobile và Internet cho phép Quý khách sử dụng và xác thực giao dịch thuận tiện, bảo mật với mã OTP. Quý khách vui lòng cài đặt Smart OTP và đặt mã PIN để bảo mật mã OTP khi xác thực giao dịch",AUTOACTIVESOTP-777,
xxxxxxxx85,465215687375839,103 - Xác thực chuyển khoản 247 tới số tài khoản,"PREMB_10.53.93.117:9080, MB_10.53.93.77:8085",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,17/10/2023 09:20:39 AM,17/10/2023 09:20:39 AM,103.199.57.213:21357|10.53.54.73_Prod,00,Success,INFO-00,
xxxxxxxx85,542362746050265,102 - Khởi tạo chuyển khoản 247 tới số tài khoản,"PREMB_10.53.93.115:9080, MB_10.53.93.77:8085",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,17/10/2023 09:20:37 AM,17/10/2023 09:20:36 AM,103.199.57.213:64791|10.53.54.78_Prod,00,Thành công,INFO-00,
xxxxxxxx85,198852761044421,102 - Khởi tạo chuyển khoản 247 tới số tài khoản,"PREMB_10.53.93.61:9080, MB_10.53.93.119:8085",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,False,17/10/2023 09:20:23 AM,17/10/2023 09:20:06 AM,103.199.57.213:5088|10.53.54.80_Prod,B8,Dịch vụ không thực hiện được trong lúc này. Quý khách vui lòng thực hiện lại sau (B96),BANK-96,BANK_ERROR
xxxxxxxx85,350684996732613,33 - Lấy giá trị configs,"PREMB_10.53.93.59:9080, MB_10.53.93.66:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,17/10/2023 09:19:27 AM,17/10/2023 09:19:27 AM,103.199.57.213:58117|10.53.54.83_Prod,00,Thành công,INFO-00,
xxxxxxxx85,409416275719200,10 - Lấy danh sách tài khoản,"PREMB_10.53.93.64:9080, MB_10.53.93.70:8088",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,17/10/2023 09:19:26 AM,17/10/2023 09:19:25 AM,103.199.57.213:37105|10.53.54.72_Prod,00,Thành công,INFO-00,
xxxxxxxx85,980807522020479,103 - Xác thực chuyển khoản 247 tới số tài khoản,"PREMB_10.53.93.116:9080, MB_10.53.93.118:8085",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,17/10/2023 09:16:26 AM,17/10/2023 09:16:25 AM,103.199.57.213:26182|10.53.54.78_Prod,00,Success,INFO-00,
xxxxxxxx85,575622745986262,102 - Khởi tạo chuyển khoản 247 tới số tài khoản,"PREMB_10.53.93.62:9080, MB_10.53.93.120:8085",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,17/10/2023 09:16:21 AM,17/10/2023 09:16:19 AM,103.199.57.213:59296|10.53.54.80_Prod,00,Thành công,INFO-00,
xxxxxxxx85,995157702025465,225 - Lấy danh sách mẫu chuyển tiền,"PREMB_10.53.93.127:9080, MB_10.53.93.84:8082",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,17/10/2023 09:15:25 AM,17/10/2023 09:15:25 AM,103.199.57.213:48645|10.53.54.81_Prod,00,Thành công,00,
xxxxxxxx85,453494092141172,33 - Lấy giá trị configs,"PREMB_10.53.93.60:9080, MB_10.53.93.68:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,17/10/2023 09:15:24 AM,17/10/2023 09:15:24 AM,103.199.57.213:2816|10.53.54.83_Prod,00,Thành công,INFO-00,
xxxxxxxx85,536190615259245,10 - Lấy danh sách tài khoản,"PREMB_10.53.93.136:9080, MB_10.53.93.71:8088",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,17/10/2023 09:15:11 AM,17/10/2023 09:15:11 AM,103.199.57.213:36473|10.53.54.87_Prod,00,Thành công,INFO-00,
xxxxxxxx85,183299162690866,202 - Lấy danh sách ngân hàng ck ngoài,"PREMB_10.53.93.54:9080, MB_10.53.93.137:8083",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,17/10/2023 09:15:11 AM,17/10/2023 09:15:11 AM,103.199.57.213:29341|10.53.54.82_Prod,00,Success,00,
xxxxxxxx85,573922418800565,59 - Lấy thông tin version,"PREMB_10.53.93.56:9080, MB_10.53.93.68:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,17/10/2023 09:15:11 AM,17/10/2023 09:15:11 AM,103.199.57.213:39236|10.53.54.82_Prod,00,Thành công,INFO-00,
xxxxxxxx85,983747343925519,31 - Lấy danh sách Banner,"PREMB_10.53.93.134:9080, MB_10.53.93.67:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,17/10/2023 09:15:11 AM,17/10/2023 09:15:11 AM,103.199.57.213:53187|10.53.54.83_Prod,00,Thành công,INFO-00,
xxxxxxxx85,83060741492398,1 - Đăng nhập,"PREMB_10.53.93.59:9080, MB_10.53.93.67:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,17/10/2023 09:15:10 AM,17/10/2023 09:15:10 AM,103.199.57.213:64298|10.53.54.89_Prod,777,"BIDV đã tích hợp phương thức xác thực Smart OTP trên SmartBanking đối với kênh Mobile và Internet cho phép Quý khách sử dụng và xác thực giao dịch thuận tiện, bảo mật với mã OTP. Quý khách vui lòng cài đặt Smart OTP và đặt mã PIN để bảo mật mã OTP khi xác thực giao dịch",AUTOACTIVESOTP-777,
xxxxxxxx85,184569274150896,33 - Lấy giá trị configs,"PREMB_10.53.93.134:9080, MB_10.53.93.67:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,17/10/2023 09:15:01 AM,17/10/2023 09:15:01 AM,103.199.57.213:39977|10.53.54.89_Prod,00,Thành công,INFO-00,
xxxxxxxx85,658250000191468,31 - Lấy danh sách Banner,"PREMB_10.53.93.60:9080, MB_10.53.93.66:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,17/10/2023 09:15:01 AM,17/10/2023 09:15:01 AM,103.199.57.213:47490|10.53.54.89_Prod,00,Thành công,INFO-00,
xxxxxxxx85,559570690430116,33 - Lấy giá trị configs,"PREMB_10.53.93.59:9080, MB_10.53.93.66:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,16/10/2023 03:02:51 PM,16/10/2023 03:02:51 PM,103.199.32.57:29944|10.53.54.83_Prod,00,Thành công,INFO-00,
xxxxxxxx85,644388708380813,33 - Lấy giá trị configs,"PREMB_10.53.93.60:9080, MB_10.53.93.67:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,16/10/2023 03:02:51 PM,16/10/2023 03:02:51 PM,103.199.32.57:31699|10.53.54.89_Prod,00,Thành công,INFO-00,
xxxxxxxx85,964808832797606,"201 - Lấy thông tin tài khoản,thẻ chuyển khoản 247","PREMB_10.53.93.56:9080, MB_10.53.93.118:8085",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,16/10/2023 03:02:51 PM,16/10/2023 03:02:50 PM,103.199.32.57:46276|10.53.54.81_Prod,00,Thành công,00,
xxxxxxxx85,178315092131755,10 - Lấy danh sách tài khoản,"PREMB_10.53.93.64:9080, MB_10.53.93.72:8088",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,16/10/2023 03:02:35 PM,16/10/2023 03:02:35 PM,103.199.32.57:10836|10.53.54.87_Prod,00,Thành công,INFO-00,
xxxxxxxx85,514239370887076,10 - Lấy danh sách tài khoản,"PREMB_10.53.93.65:9080, MB_10.53.93.74:8088",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,16/10/2023 03:02:34 PM,16/10/2023 03:02:33 PM,103.199.32.57:19883|10.53.54.87_Prod,00,Thành công,INFO-00,
xxxxxxxx85,613252624445856,59 - Lấy thông tin version,"PREMB_10.53.93.54:9080, MB_10.53.93.135:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,16/10/2023 03:02:34 PM,16/10/2023 03:02:33 PM,103.199.32.57:25612|10.53.54.91_Prod,00,Thành công,INFO-00,
xxxxxxxx85,93315272492650,31 - Lấy danh sách Banner,"PREMB_10.53.93.60:9080, MB_10.53.93.66:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,16/10/2023 03:02:33 PM,16/10/2023 03:02:33 PM,103.199.32.57:34381|10.53.54.89_Prod,00,Thành công,INFO-00,
xxxxxxxx85,836119284931075,33 - Lấy giá trị configs,"PREMB_10.53.93.134:9080, MB_10.53.93.135:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,16/10/2023 03:02:33 PM,16/10/2023 03:02:33 PM,103.199.32.57:53644|10.53.54.83_Prod,00,Thành công,INFO-00,
xxxxxxxx85,854617710702453,1 - Đăng nhập,"PREMB_10.53.93.59:9080, MB_10.53.93.135:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,16/10/2023 03:02:33 PM,16/10/2023 03:02:33 PM,103.199.32.57:51984|10.53.54.89_Prod,777,"BIDV đã tích hợp phương thức xác thực Smart OTP trên SmartBanking đối với kênh Mobile và Internet cho phép Quý khách sử dụng và xác thực giao dịch thuận tiện, bảo mật với mã OTP. Quý khách vui lòng cài đặt Smart OTP và đặt mã PIN để bảo mật mã OTP khi xác thực giao dịch",AUTOACTIVESOTP-777,
xxxxxxxx85,366632222208048,10 - Lấy danh sách tài khoản,PREMB_10.53.93.65:9080,iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,False,16/10/2023 03:02:21 PM,16/10/2023 03:02:21 PM,103.199.32.57:18841|10.53.54.72_Prod,98,Phiên đăng nhập hết hiệu lực hoặc tài khoản đăng nhập thiết bị khác. Quý khách vui lòng thực hiện đăng nhập lại,98,
xxxxxxxx85,734219870001752,103 - Xác thực chuyển khoản 247 tới số tài khoản,"PREMB_10.53.93.116:9080, MB_10.53.93.118:8085",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,16/10/2023 02:56:38 PM,16/10/2023 02:56:37 PM,103.199.32.57:10933|10.53.54.78_Prod,00,Success,INFO-00,
xxxxxxxx85,634496056444156,102 - Khởi tạo chuyển khoản 247 tới số tài khoản,"PREMB_10.53.93.61:9080, MB_10.53.93.77:8085",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,16/10/2023 02:56:31 PM,16/10/2023 02:56:31 PM,103.199.32.57:21901|10.53.54.88_Prod,00,Thành công,INFO-00,
xxxxxxxx85,837793831263445,33 - Lấy giá trị configs,"PREMB_10.53.93.134:9080, MB_10.53.93.68:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,16/10/2023 02:56:15 PM,16/10/2023 02:56:15 PM,103.199.32.57:50845|10.53.54.83_Prod,00,Thành công,INFO-00,
xxxxxxxx85,387376139208882,33 - Lấy giá trị configs,"PREMB_10.53.93.60:9080, MB_10.53.93.67:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,16/10/2023 02:56:15 PM,16/10/2023 02:56:15 PM,103.199.32.57:43430|10.53.54.89_Prod,00,Thành công,INFO-00,
xxxxxxxx85,3978309659096,"201 - Lấy thông tin tài khoản,thẻ chuyển khoản 247","PREMB_10.53.93.116:9080, MB_10.53.93.118:8085",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,16/10/2023 02:56:14 PM,16/10/2023 02:56:11 PM,103.199.32.57:62196|10.53.54.88_Prod,00,Thành công,00,
xxxxxxxx85,313865222336433,33 - Lấy giá trị configs,"PREMB_10.53.93.59:9080, MB_10.53.93.67:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,16/10/2023 02:55:53 PM,16/10/2023 02:55:53 PM,103.199.32.57:61930|10.53.54.83_Prod,00,Thành công,INFO-00,
xxxxxxxx85,261906192410895,10 - Lấy danh sách tài khoản,"PREMB_10.53.93.136:9080, MB_10.53.93.69:8088",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,16/10/2023 02:54:46 PM,16/10/2023 02:54:46 PM,103.199.32.57:4755|10.53.54.87_Prod,00,Thành công,INFO-00,
xxxxxxxx85,870206075383869,225 - Lấy danh sách mẫu chuyển tiền,"PREMB_10.53.93.56:9080, MB_10.53.93.83:8082",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,16/10/2023 02:54:45 PM,16/10/2023 02:54:45 PM,103.199.32.57:6696|10.53.54.81_Prod,00,Thành công,00,
xxxxxxxx85,529469174946909,10 - Lấy danh sách tài khoản,"PREMB_10.53.93.65:9080, MB_10.53.93.69:8088",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,16/10/2023 02:54:42 PM,16/10/2023 02:54:42 PM,103.199.32.57:30408|10.53.54.87_Prod,00,Thành công,INFO-00,
xxxxxxxx85,365614466327779,31 - Lấy danh sách Banner,"PREMB_10.53.93.59:9080, MB_10.53.93.135:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,16/10/2023 02:54:42 PM,16/10/2023 02:54:42 PM,103.199.32.57:30388|10.53.54.83_Prod,00,Thành công,INFO-00,
xxxxxxxx85,726651000119562,59 - Lấy thông tin version,"PREMB_10.53.93.127:9080, MB_10.53.93.66:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,16/10/2023 02:54:42 PM,16/10/2023 02:54:42 PM,103.199.32.57:30358|10.53.54.91_Prod,00,Thành công,INFO-00,
xxxxxxxx85,804348953363372,33 - Lấy giá trị configs,"PREMB_10.53.93.60:9080, MB_10.53.93.68:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,16/10/2023 02:54:42 PM,16/10/2023 02:54:41 PM,103.199.32.57:24037|10.53.54.89_Prod,00,Thành công,INFO-00,
xxxxxxxx85,310994184205554,1 - Đăng nhập,"PREMB_10.53.93.134:9080, MB_10.53.93.68:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,16/10/2023 02:54:41 PM,16/10/2023 02:54:41 PM,103.199.32.57:47639|10.53.54.83_Prod,777,"BIDV đã tích hợp phương thức xác thực Smart OTP trên SmartBanking đối với kênh Mobile và Internet cho phép Quý khách sử dụng và xác thực giao dịch thuận tiện, bảo mật với mã OTP. Quý khách vui lòng cài đặt Smart OTP và đặt mã PIN để bảo mật mã OTP khi xác thực giao dịch",AUTOACTIVESOTP-777,
xxxxxxxx85,633824689452924,101 - Xác nhận chuyển khoản nội bộ,"PREMB_10.53.93.65:9080, MB_10.53.93.73:8088",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,15/10/2023 02:45:06 PM,15/10/2023 02:45:06 PM,103.199.33.48:12590|10.53.54.72_Prod,00,Success,INFO-00,
xxxxxxxx85,496091825629504,100 - Khởi tạo chuyển khoản nội bộ,"PREMB_10.53.93.64:9080, MB_10.53.93.71:8088",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,15/10/2023 02:45:04 PM,15/10/2023 02:45:04 PM,103.199.33.48:28558|10.53.54.72_Prod,00,Thành công,INFO-00,
xxxxxxxx85,44687273923417,10 - Lấy danh sách tài khoản,"PREMB_10.53.93.65:9080, MB_10.53.93.74:8088",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,15/10/2023 02:44:51 PM,15/10/2023 02:44:51 PM,103.199.33.48:50839|10.53.54.87_Prod,00,Thành công,INFO-00,
xxxxxxxx85,948427572369553,103 - Xác thực chuyển khoản 247 tới số tài khoản,"PREMB_10.53.93.62:9080, MB_10.53.93.78:8085",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,15/10/2023 02:44:26 PM,15/10/2023 02:44:26 PM,103.199.33.48:41443|10.53.54.88_Prod,00,Success,INFO-00,
xxxxxxxx85,255730789962665,102 - Khởi tạo chuyển khoản 247 tới số tài khoản,"PREMB_10.53.93.61:9080, MB_10.53.93.121:8085",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,15/10/2023 02:44:21 PM,15/10/2023 02:44:21 PM,103.199.33.48:31797|10.53.54.73_Prod,00,Thành công,INFO-00,
xxxxxxxx85,880060303358544,225 - Lấy danh sách mẫu chuyển tiền,"PREMB_10.53.93.54:9080, MB_10.53.93.84:8082",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,15/10/2023 02:44:09 PM,15/10/2023 02:44:09 PM,103.199.33.48:20419|10.53.54.82_Prod,00,Thành công,00,
xxxxxxxx85,54773308271144,33 - Lấy giá trị configs,"PREMB_10.53.93.60:9080, MB_10.53.93.135:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,15/10/2023 02:44:09 PM,15/10/2023 02:44:09 PM,103.199.33.48:48614|10.53.54.83_Prod,00,Thành công,INFO-00,
xxxxxxxx85,720404357956092,"201 - Lấy thông tin tài khoản,thẻ chuyển khoản 247","PREMB_10.53.93.62:9080, MB_10.53.93.78:8085",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,15/10/2023 02:44:07 PM,15/10/2023 02:44:07 PM,103.199.33.48:18599|10.53.54.73_Prod,00,Thành công,00,
xxxxxxxx85,323046263229096,10 - Lấy danh sách tài khoản,"PREMB_10.53.93.64:9080, MB_10.53.93.70:8088",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,15/10/2023 02:42:57 PM,15/10/2023 02:42:57 PM,103.199.33.48:58206|10.53.54.72_Prod,00,Thành công,INFO-00,
xxxxxxxx85,320736738014379,59 - Lấy thông tin version,"PREMB_10.53.93.56:9080, MB_10.53.93.67:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,15/10/2023 02:42:50 PM,15/10/2023 02:42:50 PM,103.199.33.48:35393|10.53.54.81_Prod,00,Thành công,INFO-00,
xxxxxxxx85,995013658003754,10 - Lấy danh sách tài khoản,"PREMB_10.53.93.63:9080, MB_10.53.93.71:8088",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,15/10/2023 02:42:50 PM,15/10/2023 02:42:50 PM,103.199.33.48:47805|10.53.54.87_Prod,00,Thành công,INFO-00,
xxxxxxxx85,630655429890197,31 - Lấy danh sách Banner,"PREMB_10.53.93.60:9080, MB_10.53.93.135:8081",iPhone 11 Pro Max,IOS,16.6.1,5218,416D63AC-E913-4AB1-8D54-75DC2E4C7BAF1656567790,Success,15/10/2023 02:42:50 PM,15/10/2023 02:42:50 PM,103.199.33.48:55892|10.53.54.83_Prod,00,Thành công,INFO-00,
